director_id,full_name,nationality,experience_years,famous_movie,awards,email,phone,salary,studio,gender,birth_date,net_worth,status,created_at
61,Maria Nakamura,Korean,10,The Dark Hero,7,maria.nakamura66@gmail.com,+17439555575,693461.73,Sony Pictures,M,1951-10-05,152282843.81,Active,2012-11-16 14:48:36
62,Meryl Thomas,British,29,The Silent Dawn,2,meryl.thomas83@gmail.com,+18396422534,2450821.2,Sony Pictures,F,1977-01-12,101960040.17,Retired,2017-08-02 01:23:53
63,Elena Rodriguez,Canadian,13,The Last Dawn,10,elena.rodriguez77@gmail.com,+16731688246,3104028.0,Focus Features,M,1943-08-04,162382395.45,Retired,2021-02-17 20:11:02
64,Maria Washington,Italian,22,The Silent Shadow,19,maria.washington68@gmail.com,+13627105194,451354.48,Netflix,M,1961-02-18,135997489.62,Retired,2014-12-28 21:58:38
65,Brad Williams,Italian,9,The Golden Hero,19,brad.williams75@gmail.com,+15586204824,3602403.27,Universal,F,1975-07-21,158540729.61,Active,2020-12-27 23:43:58
66,Carlos Rodriguez,Spanish,13,The Silent Dawn,7,invalid-email-no-at,+15164024309,4999887.78,Disney,M,1958-02-17,154404069.35,Active,2020-06-25 19:08:38
67,Daniel Williams,Brazilian,16,The Dark Night,14,daniel.williams89@gmail.com,+13698342941,3130858.03,A24,M,1974-04-10,193153730.8,Retired,2024-04-12 21:36:28
68,Omar DiCaprio,Japanese,4,The Golden Shadow,20,omar.dicaprio65@gmail.com,+13654350371,2506835.15,Netflix,Other,1946-12-28,103665968.12,Active,2014-02-25 05:17:28
69,Angelina Taylor,Italian,4,The Dark Shadow,12,angelina.taylor12@gmail.com,+14278568671,2609634.15,Paramount,F,1945-06-08,6609321.56,Active,2023-12-21 10:50:09
70,  David Smith   ,French,2,The Golden Shadow,8,david.smith90@gmail.com,+19778870361,1235142.77,Disney,Other,1978-09-14,23126185.2,Retired,2013-05-04 01:15:26
71,Tom Johansson,German,10,The Rising Shadow,9,tom.johansson9@gmail.com,abc-def-ghij,2260346.69,Lionsgate,F,1955-10-14,38275468.45,Active,2018-06-03 16:34:32
72,Denzel Taylor,American,23,The Rising Hero,2,denzel.taylor50@gmail.com,+12447490791,1855051.97,Universal,Other,1961-03-02,71107510.18,Retired,2023-11-06 21:29:44
73,Yuki Pitt,German,3,The Dark Night,10,yuki.pitt9@gmail.com,+16681620485,4680180.7,Focus Features,F,1974-08-09,8287533.54,Active,2014-06-28 01:55:41
74,Lucas Rossi,British,32,The Last Storm,15,lucas.rossi56@gmail.com,+19618377556,1963265.25,Focus Features,F,1945-12-14,16706474.21,Active,2018-05-11 03:05:20
75,Emma Santos,Korean,40,The Golden Shadow,13,emma.santos78@gmail.com,+13708447546,1517865.73,Warner Bros,M,1982-11-13,73298915.0,Active,2010-03-28 19:43:50
76,Omar Smith,Australian,10,The Dark Hero,14,omar.smith31@gmail.com,+15757075878,4754352.94,Netflix,F,1944-10-05,106362516.43,Retired,2015-11-09 07:07:01
77,Leonardo Müller,German,40,The Silent Dawn,9,leonardo.müller50@gmail.com,+13205391883,3531107.08,A24,M,1947-03-28,15736355.8,Active,2024-12-15 02:51:43
78,Brad Nakamura,Canadian,12,The Golden Hero,11,brad.nakamura71@gmail.com,+15073642499,2642027.58,Universal,M,1948-04-26,99310365.55,Retired,2018-10-12 14:51:35
79,David Jackson,Australian,5,The Last Hero,4,david.jackson40@gmail.com,+19349030667,4867422.71,Universal,F,1969-11-17,69558441.36,Active,2022-03-14 16:58:55
80,Michael Reynolds,Indian,19,The Last Dawn,2,michael.reynolds20@gmail.com,+13656413349,1402905.48,Focus Features,F,1948-11-10,123271227.38,Active,2018-11-06 18:37:09
81,  Anna Streep   ,American,37,The Rising Dawn,8,anna.streep44@gmail.com,+17771691125,3325423.89,Lionsgate,F,1979-11-01,100109573.97,Retired,2020-05-16 07:51:51
82,Emma Martin,Korean,39,The Golden Shadow,4,emma.martin10@gmail.com,+13618375356,1700396.0,Netflix,Other,1962-07-05,152372333.96,Active,2015-04-15 03:17:28
83,Maria Williams,British,21,The Last Hero,18,maria.williams38@gmail.com,+18308015136,3661416.46,Paramount,M,1971-09-15,100253181.97,Retired,2017-01-03 12:32:29
84,  Maria Dubois   ,French,28,The Rising Storm,4,maria.dubois7@gmail.com,+17068895137,4435787.51,Netflix,F,1963-01-13,11180379.79,Active,2015-09-10 02:24:32
85,Omar DiCaprio,Korean,36,The Rising Storm,11,omar.dicaprio80@gmail.com,+13213158613,3823832.83,Paramount,Other,1972-07-17,9010726.33,Active,2012-12-11 15:33:29
86,David Jackson,Japanese,38,The Rising Night,10,david.jackson42@gmail.com,+15263726331,2635111.93,Focus Features,Other,1971-12-19,60658322.38,Active,2015-06-22 03:26:37
87,Elena Johansson,British,34,The Last Dawn,20,elena.johansson61@gmail.com,+18714817541,3661677.61,Amazon Studios,M,1983-04-02,114941484.01,Active,2013-01-15 10:26:09
88,Claire Washington,Indian,21,The Dark Shadow,15,claire.washington65@gmail.com,+16822044906,2722290.33,Netflix,M,1969-09-11,109708370.63,Retired,2019-08-07 07:17:35
89,Elena Kim,Brazilian,18,The Golden Storm,9,elena.kim91@gmail.com,+19219204110,784995.71,Focus Features,F,1965-06-25,161118550.96,Retired,2010-05-23 02:22:59
90,Omar Pitt,British,7,The Golden Shadow,19,omar.pitt28@gmail.com,+17515548852,3756276.69,Paramount,M,1943-11-17,45908657.61,Active,2010-02-14 10:45:30
91,Christopher Streep,Spanish,31,The Dark Hero,20,christopher.streep71@gmail.com,+13617826774,1157388.68,Sony Pictures,F,1958-11-02,181679454.79,Active,2020-10-08 17:47:46
92,Brad Stone,Spanish,12,The Last Night,9,brad.stone54@gmail.com,+13801609681,4408367.21,Warner Bros,F,1976-10-04,185762514.36,Retired,2014-08-21 17:33:31
93,Angelina Williams,Japanese,12,The Rising Shadow,0,angelina.williams35@gmail.com,+13156547958,3735765.9,Sony Pictures,Other,1983-04-06,122579945.43,Retired,2023-07-17 10:05:25
94,Emma Chen,Japanese,22,The Dark Night,9,emma.chen62@gmail.com,+14541114590,2995811.61,Lionsgate,M,1956-11-12,138860949.49,Active,2020-02-15 09:10:25
95,Emma Taylor,British,31,The Golden Hero,4,emma.taylor82@gmail.com,+15027166363,2383897.63,Lionsgate,F,1966-12-18,182646580.77,Active,2022-04-22 19:55:50
96,Sofia Taylor,Indian,13,The Silent Dawn,18,sofia.taylor91@gmail.com,+17772882551,2775968.76,Disney,F,1973-08-04,136378752.35,Retired,2011-09-15 01:29:08
97,Carlos Brown,American,14,The Silent Dawn,18,carlos.brown8@gmail.com,+18886170227,550541.72,Amazon Studios,F,1984-02-18,198830608.43,Active,2024-08-02 09:26:11
98,Meryl Williams,Indian,9,The Silent Storm,20,meryl.williams49@gmail.com,+15867302286,4329375.59,Universal,M,1974-07-17,26342070.38,Active,2023-01-25 00:19:29
99,Emma Blanchett,German,8,The Rising Shadow,1,emma.blanchett69@gmail.com,+14355152562,4085495.28,Amazon Studios,Other,1941-04-07,14390889.68,Active,2017-10-22 22:55:03
100,Maria Blanchett,German,37,The Last Shadow,10,maria.blanchett57@gmail.com,+14221946973,2971879.11,Netflix,M,1959-03-22,104728959.8,Retired,2014-05-02 17:37:56
101,Leonardo Stone,Italian,27,The Dark Shadow,4,leonardo.stone72@gmail.com,+15527394713,1639464.77,Disney,Other,1970-04-28,45843565.13,Active,2022-08-02 17:26:26
102,Aisha Taylor,French,35,The Dark Shadow,6,aisha.taylor32@gmail.com,+15382326581,447375.82,Amazon Studios,Other,1978-10-02,174850471.24,Active,2022-10-24 21:35:13
103,Yuki Dubois,German,39,The Golden Storm,6,yuki.dubois2@gmail.com,+13942968239,2103833.89,Paramount,Other,1960-05-13,93783841.71,Retired,2014-05-12 16:56:31
104,Omar Chen,British,2,The Silent Storm,8,omar.chen27@gmail.com,+16231766977,2855895.51,Lionsgate,Other,1966-05-05,40042164.76,Active,2016-10-27 07:31:35
105,Tom Streep,Korean,11,The Golden Storm,4,tom.streep98@gmail.com,+19409230828,3657504.95,A24,M,1974-11-02,105264938.67,Active,2023-11-02 00:26:08
106,Cate Pitt,Canadian,40,The Dark Hero,15,cate.pitt91@gmail.com,+14239484790,3364564.84,Warner Bros,M,1974-09-14,3358342.66,Retired,2018-05-01 16:52:44
107,Emma Brown,Korean,18,The Dark Hero,12,emma.brown13@gmail.com,+14464220085,579292.37,Amazon Studios,F,1976-04-23,45945593.27,Active,2020-11-25 01:05:25
108,Daniel Martin,Canadian,22,The Rising Shadow,18,daniel.martin8@gmail.com,+19193875339,4891180.27,Universal,Other,1942-04-07,180353318.85,Retired,2014-01-03 21:59:17
109,Angelina Anderson,Brazilian,26,The Rising Hero,2,angelina.anderson23@gmail.com,+15221262699,1636529.07,Lionsgate,M,1976-07-22,179408627.63,Retired,2016-12-05 22:46:05
110,Carlos Blanchett,Australian,26,The Golden Hero,10,carlos.blanchett13@gmail.com,+12776714198,342203.16,Sony Pictures,F,1971-04-12,111054507.27,Retired,2016-03-22 18:42:24
111,Sofia DiCaprio,Canadian,10,The Rising Storm,12,sofia.dicaprio32@gmail.com,+12845495824,1720055.5,Universal,M,1940-05-15,72623581.97,Retired,2011-03-03 05:27:28
112,Aisha Anderson,Italian,1,The Rising Shadow,9,invalid-email-no-at,+15622561359,2186288.33,Universal,Other,1975-04-19,104699801.62,Retired,2012-03-09 09:17:31
113,David Rodriguez,Brazilian,32,The Dark Shadow,19,david.rodriguez36@gmail.com,+16952290526,3160010.2,A24,M,1948-05-01,189815869.02,Retired,2023-10-13 10:28:21
114,Claire Reynolds,Italian,21,The Rising Night,9,claire.reynolds39@gmail.com,+19114369728,3727396.95,A24,Other,1955-06-13,56779729.15,Retired,2015-02-19 06:37:34
115,Anna Streep,Brazilian,5,The Rising Hero,13,anna.streep94@gmail.com,+19254517316,3430292.73,Disney,Other,1959-04-09,132073930.74,Retired,2022-07-03 14:38:30
116,Pierre Martin,Australian,6,The Rising Dawn,3,pierre.martin89@gmail.com,+12377031903,3890979.43,Netflix,M,1981-10-02,113080838.15,Retired,2022-06-26 13:06:00
117,Christopher Rossi,Canadian,38,The Dark Dawn,16,christopher.rossi96@gmail.com,+17944708297,923575.68,Warner Bros,F,1946-05-14,184188961.39,Active,2011-12-05 11:19:21
118,Omar Johansson,French,20,The Dark Dawn,1,omar.johansson62@gmail.com,+12998351204,4088892.5,Universal,M,1961-11-04,135750727.25,Active,2024-12-08 16:11:35
119,Anna Nakamura,Italian,2,The Rising Shadow,19,anna.nakamura60@gmail.com,+16144094587,4438867.4,A24,Other,1967-07-01,141242387.58,Active,2014-12-26 02:36:06
120,Denzel Lawrence,Indian,21,The Rising Night,19,denzel.lawrence47@gmail.com,+16682911847,2065468.45,Amazon Studios,Other,1947-06-12,169258042.73,Active,2023-11-23 09:58:39
121,Pierre Rodriguez,Italian,27,The Dark Storm,19,pierre.rodriguez16@gmail.com,+13194070977,861763.03,Amazon Studios,F,1951-08-21,107938474.73,Active,2018-03-16 09:08:11
122,Lucas Reynolds,Indian,33,The Silent Dawn,20,lucas.reynolds7@gmail.com,+12099130388,2575855.27,A24,F,1985-08-16,34283444.0,Active,2022-04-10 01:17:14
123,Aisha Santos,French,18,The Dark Shadow,17,aisha.santos73@gmail.com,+19849309978,4151757.48,Netflix,Other,1942-12-15,109724301.67,Retired,2011-12-27 20:48:15
124,Elena Lawrence,German,14,The Last Shadow,18,elena.lawrence34@gmail.com,+12898366370,3507841.22,Lionsgate,Other,1967-03-20,28707758.22,Active,2023-04-26 01:36:22
125,Aisha Rossi,Indian,7,The Rising Dawn,4,aisha.rossi22@gmail.com,+19205909595,4821305.58,Amazon Studios,M,1957-11-05,140583878.95,Active,2013-03-23 10:53:15
126,Meryl Reynolds,French,26,The Silent Shadow,16,meryl.reynolds19@gmail.com,+14757949543,3799051.44,Netflix,F,1971-06-19,1492143.94,Active,2021-08-21 21:44:22
127,Brad Rodriguez,Korean,36,The Rising Shadow,18,brad.rodriguez28@gmail.com,+14169299939,826852.4,A24,F,1983-01-02,20815373.64,Retired,2010-02-28 05:28:29
128,James Brown,Korean,11,The Dark Night,1,james.brown84@gmail.com,+14802565985,2102439.52,Sony Pictures,Other,1984-04-14,131441560.45,Active,2010-04-16 02:08:37
129,Maria Taylor,German,25,The Silent Hero,2,maria.taylor2@gmail.com,+13238085252,3707664.23,Universal,M,1960-06-10,28288729.65,Active,2020-11-05 02:33:36
130,James Jackson,Spanish,14,The Dark Shadow,2,james.jackson45@gmail.com,+18433539636,4503646.14,Disney,M,1977-12-13,70955592.44,Retired,2015-03-08 08:41:05
131,Maria Anderson,Japanese,14,The Rising Dawn,16,maria.anderson93@gmail.com,+19971450038,3113248.97,Paramount,Other,1965-05-21,11859257.07,Active,2017-07-04 07:31:40
132,Kenji Rodriguez,Korean,35,The Rising Hero,5,kenji.rodriguez47@gmail.com,+13357490068,3861084.5,Universal,M,1977-02-01,53174870.16,Active,2024-01-26 12:32:18
133,Tom Washington,Indian,14,The Rising Shadow,4,tom.washington55@gmail.com,+12843561552,2774672.83,Amazon Studios,Other,1980-11-22,128987759.32,Retired,2021-07-24 07:03:15
134,Sofia Stone,British,8,The Silent Hero,0,sofia.stone59@gmail.com,+12566189026,3597922.91,Warner Bros,M,1971-06-17,103927345.65,Retired,2012-06-05 23:49:55
135,John Blanchett,Australian,5,The Last Hero,15,john.blanchett43@gmail.com,+14789788815,2384949.33,Netflix,M,1971-10-06,74169867.79,Retired,2022-02-19 21:46:07
136,Maria Blanchett,British,12,The Rising Hero,1,maria.blanchett6@gmail.com,+12125102892,2853750.98,Amazon Studios,M,1960-04-14,183255098.21,Retired,2014-02-19 11:07:32
137,Emma Cooper,Japanese,20,The Last Night,10,emma.cooper29@gmail.com,+12477726402,614650.51,A24,M,1963-04-10,113197541.42,Retired,2021-10-08 14:23:37
138,  Yuki DiCaprio   ,Indian,23,The Dark Dawn,20,yuki.dicaprio98@gmail.com,+13541107003,4229955.23,Warner Bros,F,1940-11-13,169952191.57,Retired,2011-04-17 07:26:31
139,Michael Williams,Brazilian,6,The Golden Hero,18,michael.williams6@gmail.com,+17327929943,658769.63,Disney,Other,1965-02-19,113996324.93,Retired,2020-03-08 09:16:54
140,Lucas Stone,Australian,7,The Silent Storm,4,lucas.stone41@gmail.com,+14392253047,707157.2,A24,F,1960-07-04,107648985.27,Active,2017-05-15 08:54:07
141,Sofia Müller,Korean,26,The Golden Dawn,16,sofia.müller6@gmail.com,+15353488460,434962.96,Sony Pictures,F,1951-01-13,171065659.62,Active,2011-08-04 04:07:00
142,Michael Reynolds,French,2,The Dark Night,2,michael.reynolds26@gmail.com,+15812409947,1149201.62,A24,M,1945-06-04,9496567.5,Retired,2010-03-19 13:52:46
143,Daniel Wilson,Spanish,10,The Last Shadow,1,daniel.wilson88@gmail.com,+15624602338,3147711.57,Lionsgate,M,1981-05-16,82986449.05,Retired,2010-02-09 12:08:26
144,Robert Pitt,Korean,31,The Rising Night,17,robert.pitt81@gmail.com,+17561327658,3950888.51,Netflix,Other,1972-06-13,54816701.27,Active,2015-10-08 00:57:51
145,Meryl Rossi,Canadian,16,The Last Shadow,8,meryl.rossi68@gmail.com,+17984905100,2761709.91,Warner Bros,M,1976-07-12,187106000.39,Active,2012-04-19 10:51:47
146,Scarlett Ahmed,Spanish,35,The Rising Hero,9,scarlett.ahmed91@gmail.com,+17813384080,1042672.48,Warner Bros,M,1943-04-20,44542979.4,Retired,2010-06-20 06:51:08
147,Lucas Washington,Korean,5,The Dark Storm,11,invalid-email-no-at,+18003376537,3581782.45,Amazon Studios,Other,1946-06-10,65198037.67,Active,2021-07-26 20:31:41
148,Lucas Müller,Japanese,9,The Rising Dawn,5,lucas.müller46@gmail.com,+18033941912,3698388.59,Lionsgate,F,1976-01-06,120875344.82,Active,2020-10-04 15:09:21
149,Leonardo Rodriguez,German,5,The Dark Storm,11,leonardo.rodriguez41@gmail.com,+12906632941,1431958.12,Universal,Other,1940-01-13,88205808.12,Retired,2012-07-16 12:22:34
150,Daniel Chen,American,19,The Silent Dawn,0,daniel.chen84@gmail.com,+14303728923,1729841.16,Universal,M,1961-03-13,33019994.49,Active,2018-02-11 19:39:57
151,Yuki Washington,German,27,The Last Shadow,17,yuki.washington84@gmail.com,+16443635764,3665782.9,Focus Features,F,1982-05-10,48272108.7,Active,2016-10-18 15:09:03
152,  Emma Johnson   ,British,19,The Silent Hero,2,emma.johnson38@gmail.com,+18409058573,2473139.13,Universal,F,1965-08-16,179080619.2,Retired,2011-11-18 12:11:23
153,Angelina Martin,Australian,4,The Golden Night,4,angelina.martin58@gmail.com,+16508802377,3810728.68,Universal,M,1982-06-26,108748352.2,Active,2018-01-27 12:52:33
154,Claire Anderson,Indian,37,The Silent Dawn,16,claire.anderson31@gmail.com,+12807623718,4042161.62,Lionsgate,M,1947-08-06,189863235.12,Active,2013-04-05 01:27:05
